"File","Line","Text"
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","564","""text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","565","""px-2 py-1 bg-slate-100 rounded text-sm"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","567","""flex justify-between"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","568","""text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","569","""px-2 py-1 bg-slate-100 rounded text-sm"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","578","""fixed inset-0 bg-black bg-opacity-50 flex items-start justify-center z-50 p-4 pt-20"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","579","""bg-white rounded-xl max-w-2xl w-full"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","580","""p-4 border-b border-slate-200"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","581","""relative"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","582","""w-5 h-5 absolute left-3 top-1/2 transform -translate-y-1/2 text-slate-400"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","584","""text"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","586","""w-full pl-10 pr-4 py-3 border-0 focus:ring-0 text-lg"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","593","""p-4"""
"C:\Users\willi\Downloads\project\src\pages\Admin.tsx","594","""text-slate-500 text-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","275","""flex items-center justify-center py-12"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","276","""w-8 h-8 animate-spin text-blue-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","277","""ml-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","283","""space-y-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","285","""flex flex-col lg:flex-row gap-4 items-start lg:items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","287","""text-2xl font-bold text-slate-900 flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","288","""w-6 h-6 text-blue-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","291","""text-slate-600 mt-1"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","294","""flex items-center gap-3"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","298","""border border-slate-300 rounded-lg px-3 py-2 focus:ring-2 focus:ring-blue-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","300","""7d"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","301","""30d"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","302","""90d"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","303","""all"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","308","""inline-flex items-center gap-2 px-4 py-2 bg-blue-600 text-white rounded-lg hover:bg-blue-700"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","310","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","317","""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-5 gap-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","318","""bg-white p-6 rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","319","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","321","""text-sm font-medium text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","322","""text-2xl font-bold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","324","""w-8 h-8 text-blue-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","328","""bg-white p-6 rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","329","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","331","""text-sm font-medium text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","332","""text-2xl font-bold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","334","""w-8 h-8 text-green-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","338","""bg-white p-6 rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","339","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","341","""text-sm font-medium text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","342","""text-2xl font-bold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","344","""w-8 h-8 text-purple-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","348","""bg-white p-6 rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","349","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","351","""text-sm font-medium text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","352","""text-2xl font-bold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","354","""w-8 h-8 text-orange-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","358","""bg-white p-6 rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","359","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","361","""text-sm font-medium text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","362","""text-2xl font-bold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","364","""w-8 h-8 text-red-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","370","""bg-white rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","371","""p-6 border-b border-slate-200"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","372","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","373","""text-lg font-semibold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","374","""flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","378","""border border-slate-300 rounded px-2 py-1 text-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","380","""pageViews"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","381","""conversions"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","387","""p-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","388","""h-80"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","389","""100%"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","391","""3 3"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","392","""date"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","396","""monotone"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","397","""pageViews"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","398","""#3B82F6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","400","""Pages vues"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","403","""monotone"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","404","""contacts"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","405","""#10B981"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","407","""Contacts"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","410","""monotone"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","411","""investors"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","412","""#F59E0B"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","414","""Investisseurs"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","422","""grid grid-cols-1 lg:grid-cols-2 gap-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","424","""bg-white rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","425","""p-6 border-b border-slate-200"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","426","""text-lg font-semibold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","428","""p-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","429","""space-y-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","431","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","432","""flex items-center space-x-3"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","433","""text-sm font-medium text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","434","""text-sm font-medium text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","436","""flex items-center space-x-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","437","""text-sm text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","438","""text-xs bg-blue-100 text-blue-600 px-2 py-1 rounded"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","449","""bg-white rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","450","""p-6 border-b border-slate-200"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","451","""text-lg font-semibold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","453","""p-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","454","""h-64"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","455","""100%"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","459","""50%"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","460","""50%"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","462","""#8884d8"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","463","""value"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","474","""mt-4 space-y-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","476","""flex items-center justify-between text-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","477","""flex items-center space-x-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","479","""w-3 h-3 rounded-full"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","484","""font-medium"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","494","""bg-white rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","495","""p-6 border-b border-slate-200"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","496","""text-lg font-semibold text-slate-900 flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","497","""w-5 h-5"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","501","""p-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","502","""grid grid-cols-1 md:grid-cols-2 lg:grid-cols-4 gap-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","504","""flex items-center justify-between p-3 bg-slate-50 rounded-lg"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","505","""flex items-center space-x-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","506","""w-4 h-4 text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","507","""text-sm font-medium"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","509","""text-right"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","510","""text-sm font-medium"""
"C:\Users\willi\Downloads\project\src\pages\admin\AnalyticsAdmin.tsx","511","""text-xs text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","223","""Erreur lors de l'action group??e"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","260","""${String(v).replace(/"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","292","""space-y-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","298","""flex items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","300","""ml-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","301","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","308","""bg-white rounded-xl border border-slate-200 p-6 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","309","""flex flex-col lg:flex-row gap-4 items-start lg:items-center justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","311","""text-2xl font-bold text-slate-900 flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","312","""w-6 h-6"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","315","""text-slate-600 mt-1"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","318","""flex flex-wrap gap-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","319","""text-center"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","320","""text-2xl font-bold text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","321","""text-xs text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","323","""text-center"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","324","""text-2xl font-bold text-green-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","325","""text-xs text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","327","""text-center"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","328","""text-2xl font-bold text-red-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","329","""text-xs text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","336","""bg-white rounded-xl border border-slate-200 p-4 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","337","""flex flex-col lg:flex-row gap-4 lg:items-center lg:justify-between"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","338","""flex flex-col sm:flex-row gap-3"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","339","""relative"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","340","""w-4 h-4 absolute left-3 top-1/2 -translate-y-1/2 text-slate-400"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","343","""pl-9 pr-3 py-2 rounded-lg border border-slate-300 w-80 focus:ring-2 focus:ring-blue-500 focus:border-transparent"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","348","""flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","349","""w-4 h-4 text-slate-400"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","351","""border border-slate-300 rounded-lg px-3 py-2 focus:ring-2 focus:ring-blue-500 focus:border-transparent"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","355","""all"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","356","""new"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","357","""read"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","358","""replied"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","359","""archived"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","362","""border border-slate-300 rounded-lg px-3 py-2 focus:ring-2 focus:ring-blue-500 focus:border-transparent"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","366","""all"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","367","""urgent"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","368","""high"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","369","""medium"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","370","""low"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","375","""flex gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","377","""relative"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","380","""inline-flex items-center gap-2 px-3 py-2 rounded-lg bg-blue-600 text-white hover:bg-blue-700"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","382","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","387","""absolute right-0 mt-2 w-48 bg-white rounded-lg shadow-lg border border-slate-200 z-10"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","388","""p-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","391","""w-full text-left px-3 py-2 hover:bg-slate-50 rounded flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","393","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","398","""w-full text-left px-3 py-2 hover:bg-slate-50 rounded flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","400","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","405","""w-full text-left px-3 py-2 hover:bg-slate-50 rounded flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","407","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","410","""my-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","413","""w-full text-left px-3 py-2 hover:bg-red-50 rounded flex items-center gap-2 text-red-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","415","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","426","""inline-flex items-center gap-2 px-3 py-2 rounded-lg bg-slate-900 text-white hover:bg-slate-800"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","428","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","436","""bg-white rounded-xl border border-slate-200 shadow-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","437","""overflow-x-auto"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","438","""min-w-full text-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","439","""text-left text-slate-600 border-b bg-slate-50"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","441","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","442","""flex items-center justify-center"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","444","""w-4 h-4 text-blue-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","445","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","449","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","450","""flex items-center gap-1 hover:text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","454","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","455","""flex items-center gap-1 hover:text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","459","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","460","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","461","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","462","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","465","""flex items-center gap-1 hover:text-slate-900 whitespace-nowrap"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","467","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","471","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","472","""flex items-center gap-1 hover:text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","476","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","477","""flex items-center gap-1 hover:text-slate-900"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","481","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","487","""py-8 text-center"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","488","""flex items-center justify-center gap-2 text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","489","""w-5 h-5 animate-spin"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","496","""py-8 text-center text-slate-500"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","502","""border-b last:border-b-0 hover:bg-slate-50"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","503","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","504","""flex items-center justify-center"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","506","""w-4 h-4 text-blue-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","507","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","511","""py-3 px-4 font-medium"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","512","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","513","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","514","""py-3 px-4 max-w-[200px]"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","515","""truncate"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","519","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","520","""py-3 px-4 whitespace-nowrap"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","521","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","528","""new"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","529","""read"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","530","""replied"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","531","""archived"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","534","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","541","""low"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","542","""medium"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","543","""high"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","544","""urgent"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","547","""py-3 px-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","548","""flex items-center gap-1"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","551","""p-1 hover:bg-blue-50 rounded text-blue-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","554","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","558","""p-1 hover:bg-red-50 rounded text-red-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","563","""w-4 h-4 animate-spin"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","564","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","578","""flex items-center justify-between px-4 py-3 border-t"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","579","""flex items-center gap-2"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","586","""border border-slate-300 rounded px-2 py-1 text-sm"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","592","""text-sm text-slate-600"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","597","""flex items-center gap-1"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","601","""p-2 hover:bg-slate-50 rounded disabled:opacity-50"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","603","""w-4 h-4"""
"C:\Users\willi\Downloads\project\src\pages\admin\ContactsAdmin.tsx","627","""p-2 hover:bg-slate-50 rounded disabled:opacity-50"""
